subscription_id,subscription_type,date_of_beginning,date_of_ending,price
2721,семейная,2024-12-05,2025-01-22,900
2722,базовая,2024-11-18,2025-01-15,500
2723,премиум,2023-07-10,2023-08-06,1200
2724,базовая,2024-03-24,2024-03-26,500
2725,премиум,2023-11-03,2023-11-28,1200
2726,премиум,2024-07-01,2024-10-12,1200
2727,премиум,2023-06-09,2023-12-01,1200
2728,стандарт,2024-05-22,2024-06-01,700
2729,стандарт,2024-06-12,2024-08-08,700
2730,студенческая,2023-06-13,2023-12-15,450
2731,стандарт,2024-03-17,2024-08-07,700
2732,стандарт,2023-09-01,2023-10-12,700
2733,стандарт,2024-11-05,2024-11-14,700
2734,стандарт,2024-02-03,2024-03-02,700
2735,базовая,2023-11-18,2024-03-14,500
2736,базовая,2025-03-27,2025-07-08,500
2737,семейная,2025-04-27,2026-01-03,900
2738,семейная,2025-02-20,2025-02-26,900
2739,премиум,2024-07-30,2024-08-26,1200
2740,базовая,2024-08-20,2024-08-31,500
2741,стандарт,2023-06-04,2024-03-26,700
2742,базовая,2023-10-30,2023-11-23,500
2743,стандарт,2024-07-26,2024-07-28,700
2744,премиум,2024-02-12,2024-03-27,1200
2745,стандарт,2023-10-17,2023-10-24,700
2746,премиум,2024-02-05,2024-06-02,1200
2747,премиум,2024-04-26,2024-05-13,1200
2748,базовая,2025-01-24,2025-07-21,500
2749,премиум,2023-09-26,2023-12-05,1200
2750,базовая,2024-12-08,2024-12-26,500
2751,студенческая,2023-11-03,2024-10-02,450
2752,студенческая,2024-12-27,2025-01-15,450
2753,базовая,2024-10-18,2025-06-21,500
2754,студенческая,2023-12-27,2024-06-21,450
2755,стандарт,2025-03-04,2025-03-08,700
2756,стандарт,2023-08-04,2023-08-30,700
2757,семейная,2025-04-20,2025-11-20,900
2758,семейная,2024-03-22,2024-08-08,900
2759,студенческая,2024-04-27,2024-06-23,450
2760,стандарт,2024-01-17,2024-06-17,700
2761,стандарт,2024-05-25,2024-06-21,700
2762,стандарт,2024-09-25,2024-09-29,700
2763,базовая,2023-10-14,2024-01-08,500
2764,студенческая,2024-12-15,2025-04-01,450
2765,студенческая,2023-09-17,2023-10-04,450
2766,стандарт,2024-10-08,2025-02-09,700
2767,семейная,2025-03-27,2025-04-18,900
2768,семейная,2025-01-08,2025-05-23,900
2769,стандарт,2024-01-04,2024-01-31,700
2770,премиум,2023-09-28,2024-03-17,1200
2771,студенческая,2025-01-17,2025-01-28,450
2772,базовая,2025-04-20,2026-02-23,500
2773,базовая,2023-09-19,2024-06-25,500
2774,студенческая,2024-03-14,2024-03-30,450
2775,студенческая,2023-08-15,2023-10-09,450
2776,премиум,2023-12-04,2024-09-13,1200
2777,премиум,2023-11-01,2023-11-30,1200
2778,студенческая,2024-04-01,2024-04-16,450
2779,студенческая,2025-03-18,2025-04-09,450
2780,семейная,2024-06-10,2024-10-30,900
2781,семейная,2023-06-18,2023-07-02,900
2782,базовая,2024-02-04,2024-02-21,500
2783,студенческая,2024-03-29,2024-10-27,450
2784,студенческая,2024-03-11,2024-12-25,450
2785,студенческая,2024-06-16,2024-07-07,450
2786,базовая,2024-06-07,2024-11-19,500
2787,стандарт,2024-06-30,2025-05-16,700
2788,стандарт,2023-10-14,2023-10-24,700
2789,семейная,2023-10-19,2023-11-07,900
2790,стандарт,2024-09-05,2025-01-28,700
2791,стандарт,2024-01-16,2024-08-06,700
2792,стандарт,2024-10-27,2024-11-10,700
2793,стандарт,2023-08-17,2023-08-19,700
2794,премиум,2024-10-02,2024-11-02,1200
2795,студенческая,2025-05-08,2025-05-25,450
2796,премиум,2023-10-09,2024-01-15,1200
2797,студенческая,2025-03-02,2025-06-23,450
2798,премиум,2024-09-10,2025-05-09,1200
2799,премиум,2025-03-09,2025-03-24,1200
2800,стандарт,2023-06-04,2023-11-05,700
2801,премиум,2023-12-15,2024-01-02,1200
2802,премиум,2024-11-27,2024-12-12,1200
2803,базовая,2025-05-19,2025-09-09,500
2804,семейная,2025-01-14,2025-02-13,900
2805,стандарт,2025-03-28,2025-04-23,700
2806,базовая,2025-02-24,2025-08-09,500
2807,студенческая,2024-03-14,2024-06-15,450
2808,студенческая,2024-10-31,2025-03-12,450
2809,семейная,2024-08-12,2025-04-24,900
2810,премиум,2025-04-14,2025-09-09,1200
2811,премиум,2024-02-13,2025-01-31,1200
2812,базовая,2023-07-19,2024-03-11,500
2813,студенческая,2023-12-19,2024-01-06,450
2814,базовая,2023-12-08,2024-04-15,500
2815,стандарт,2024-01-11,2024-10-20,700
2816,премиум,2025-05-03,2025-05-15,1200
2817,базовая,2024-04-01,2024-06-28,500
2818,студенческая,2024-03-22,2024-04-19,450
2819,стандарт,2023-09-18,2023-10-11,700
2820,премиум,2023-09-10,2023-10-31,1200
2821,премиум,2025-01-06,2025-01-15,1200
2822,премиум,2025-03-24,2025-04-07,1200
2823,семейная,2023-06-05,2023-11-23,900
2824,студенческая,2025-02-22,2025-02-24,450
2825,стандарт,2025-04-16,2026-01-20,700
2826,студенческая,2024-05-06,2025-04-07,450
2827,базовая,2025-02-02,2025-04-28,500
2828,семейная,2024-01-15,2024-12-23,900
2829,стандарт,2023-10-05,2023-11-20,700
2830,базовая,2024-12-31,2025-12-09,500
2831,студенческая,2023-12-08,2023-12-19,450
2832,базовая,2024-10-29,2024-11-01,500
2833,семейная,2024-06-17,2024-06-21,900
2834,премиум,2023-09-05,2023-09-08,1200
2835,базовая,2023-11-19,2024-06-08,500
2836,базовая,2023-06-17,2024-03-13,500
2837,базовая,2025-01-09,2025-01-18,500
2838,стандарт,2024-10-06,2025-06-24,700
2839,семейная,2024-08-24,2024-09-21,900
2840,студенческая,2023-12-03,2024-03-18,450
2841,базовая,2024-06-23,2024-09-23,500
2842,премиум,2024-05-05,2025-01-16,1200
2843,базовая,2024-03-17,2024-03-29,500
2844,стандарт,2024-06-05,2024-06-20,700
2845,премиум,2024-06-28,2025-04-05,1200
2846,базовая,2025-02-18,2025-03-04,500
2847,стандарт,2024-04-04,2024-05-16,700
2848,семейная,2023-07-21,2023-07-27,900
2849,базовая,2024-10-10,2024-11-04,500
2850,семейная,2023-06-17,2023-06-25,900
2851,студенческая,2023-07-24,2023-11-16,450
2852,премиум,2024-05-05,2024-05-31,1200
2853,премиум,2025-02-18,2025-03-18,1200
2854,базовая,2025-01-25,2025-01-30,500
2855,стандарт,2023-09-04,2023-12-11,700
2856,премиум,2024-05-22,2024-06-23,1200
2857,студенческая,2023-10-17,2023-11-12,450
2858,стандарт,2023-05-21,2024-01-24,700
2859,премиум,2023-06-12,2023-06-29,1200
2860,базовая,2025-02-08,2025-06-22,500
2861,семейная,2024-06-21,2024-12-23,900
2862,базовая,2023-08-27,2023-11-13,500
2863,семейная,2025-05-03,2025-05-20,900
2864,базовая,2023-12-14,2024-02-20,500
2865,стандарт,2024-06-01,2024-07-02,700
2866,премиум,2023-09-25,2023-10-03,1200
2867,семейная,2024-06-02,2024-09-08,900
2868,базовая,2024-10-25,2024-11-19,500
2869,базовая,2024-11-09,2025-08-21,500
2870,премиум,2024-06-17,2024-07-03,1200
2871,стандарт,2024-06-06,2024-10-18,700
2872,премиум,2024-08-26,2024-09-28,1200
2873,семейная,2024-12-21,2025-04-21,900
2874,премиум,2023-11-28,2023-12-03,1200
2875,студенческая,2025-01-13,2025-02-28,450
2876,премиум,2024-05-07,2024-05-23,1200
2877,стандарт,2023-08-15,2024-02-29,700
2878,премиум,2024-06-20,2024-07-15,1200
2879,студенческая,2023-08-24,2023-08-26,450
2880,семейная,2023-09-21,2023-11-06,900
2881,премиум,2024-06-09,2024-06-19,1200
2882,семейная,2023-08-25,2024-08-04,900
2883,базовая,2024-07-12,2024-08-04,500
2884,студенческая,2024-11-15,2024-12-03,450
2885,студенческая,2023-08-16,2023-08-19,450
2886,премиум,2023-07-15,2023-09-20,1200
2887,семейная,2024-11-06,2025-02-05,900
2888,базовая,2024-02-22,2024-11-16,500
2889,студенческая,2024-03-16,2024-03-19,450
2890,студенческая,2024-01-29,2024-03-06,450
2891,студенческая,2024-01-12,2024-02-10,450
2892,премиум,2023-06-02,2023-06-16,1200
2893,премиум,2024-04-12,2024-09-01,1200
2894,премиум,2024-04-05,2024-04-14,1200
2895,семейная,2023-11-17,2024-11-06,900
2896,студенческая,2025-01-05,2025-01-23,450
2897,премиум,2024-09-02,2024-12-05,1200
2898,студенческая,2024-05-08,2024-12-27,450
2899,стандарт,2023-09-05,2023-09-12,700
2900,стандарт,2023-09-19,2024-04-02,700
2901,семейная,2024-07-30,2024-08-10,900
2902,базовая,2024-08-02,2024-08-17,500
2903,базовая,2023-12-28,2024-01-14,500
2904,стандарт,2024-02-26,2024-08-03,700
2905,семейная,2025-03-08,2025-03-21,900
2906,семейная,2024-10-23,2025-03-11,900
2907,стандарт,2024-11-08,2024-12-01,700
2908,семейная,2024-08-01,2025-04-06,900
2909,семейная,2024-11-12,2025-10-29,900
2910,стандарт,2024-05-04,2024-05-10,700
2911,семейная,2023-05-23,2023-08-01,900
2912,стандарт,2024-06-04,2024-06-23,700
2913,семейная,2024-05-06,2024-07-26,900
2914,премиум,2025-04-01,2025-04-02,1200
2915,семейная,2025-02-05,2025-05-23,900
2916,студенческая,2025-03-30,2025-05-17,450
2917,студенческая,2024-11-28,2025-10-12,450
2918,базовая,2024-03-27,2024-05-13,500
2919,семейная,2024-06-03,2024-06-20,900
2920,базовая,2024-10-12,2024-11-11,500
2921,стандарт,2023-06-11,2023-07-13,700
2922,базовая,2023-07-25,2023-08-11,500
2923,семейная,2023-10-19,2024-02-07,900
2924,стандарт,2024-12-28,2025-09-02,700
2925,стандарт,2024-03-24,2024-09-21,700
2926,стандарт,2024-10-03,2025-05-29,700
2927,базовая,2024-04-17,2024-06-19,500
2928,семейная,2024-03-03,2024-09-22,900
2929,студенческая,2024-04-04,2024-10-20,450
2930,студенческая,2024-07-17,2024-07-20,450
2931,стандарт,2025-04-12,2025-04-14,700
2932,базовая,2025-02-12,2025-08-11,500
2933,базовая,2024-05-10,2024-06-09,500
2934,премиум,2024-10-13,2024-11-06,1200
2935,студенческая,2024-05-18,2024-08-06,450
2936,семейная,2023-06-02,2023-07-08,900
2937,базовая,2024-11-16,2025-03-02,500
2938,стандарт,2023-09-02,2023-09-14,700
2939,базовая,2023-07-31,2023-12-04,500
2940,премиум,2024-01-18,2024-10-31,1200
2941,семейная,2025-01-11,2025-08-01,900
2942,премиум,2023-11-21,2024-06-13,1200
2943,стандарт,2023-06-21,2023-07-18,700
2944,стандарт,2024-04-06,2024-06-09,700
2945,премиум,2023-07-12,2023-08-23,1200
2946,базовая,2024-07-28,2024-09-22,500
2947,студенческая,2023-06-12,2023-11-10,450
2948,студенческая,2024-07-24,2024-08-04,450
2949,семейная,2023-06-02,2023-07-01,900
2950,студенческая,2024-03-08,2024-04-27,450
2951,семейная,2024-07-06,2025-05-29,900
2952,базовая,2024-01-10,2024-02-10,500
2953,студенческая,2024-07-06,2024-10-30,450
2954,стандарт,2024-02-22,2024-02-24,700
2955,премиум,2023-05-22,2023-08-26,1200
2956,семейная,2023-08-10,2023-10-22,900
2957,базовая,2023-11-09,2023-11-25,500
2958,студенческая,2023-06-13,2023-11-10,450
2959,семейная,2023-09-28,2023-10-07,900
2960,премиум,2024-11-29,2024-12-14,1200
2961,премиум,2023-08-03,2023-09-10,1200
2962,премиум,2024-10-01,2025-06-01,1200
2963,базовая,2023-07-25,2023-08-07,500
2964,стандарт,2023-06-22,2024-02-06,700
2965,стандарт,2023-06-09,2023-06-29,700
2966,премиум,2024-09-26,2025-04-02,1200
2967,стандарт,2023-06-27,2023-12-11,700
2968,студенческая,2024-05-22,2024-06-13,450
2969,премиум,2025-01-23,2025-03-15,1200
2970,стандарт,2024-11-10,2024-11-12,700
2971,студенческая,2024-04-03,2024-05-22,450
2972,премиум,2025-02-13,2025-05-23,1200
2973,базовая,2024-05-26,2024-12-09,500
2974,студенческая,2024-03-06,2024-10-31,450
2975,премиум,2023-08-26,2023-09-09,1200
2976,стандарт,2024-06-01,2025-01-14,700
2977,студенческая,2025-03-31,2025-06-01,450
2978,базовая,2023-11-16,2024-05-06,500
2979,студенческая,2025-03-06,2025-04-21,450
2980,базовая,2025-02-09,2025-02-20,500
2981,премиум,2024-04-08,2024-08-22,1200
2982,базовая,2024-12-11,2025-01-02,500
2983,стандарт,2023-11-26,2023-12-25,700
2984,премиум,2024-02-22,2024-08-02,1200
2985,стандарт,2023-10-09,2024-08-16,700
2986,премиум,2023-12-04,2023-12-21,1200
2987,студенческая,2023-06-06,2023-09-03,450
2988,семейная,2024-09-12,2024-11-24,900
2989,семейная,2024-09-04,2025-01-31,900
2990,базовая,2025-03-09,2025-05-21,500
2991,базовая,2024-11-11,2025-06-06,500
2992,семейная,2023-07-03,2023-10-10,900
2993,базовая,2024-06-06,2025-05-29,500
2994,базовая,2023-10-24,2023-10-29,500
2995,семейная,2025-01-02,2025-09-10,900
2996,премиум,2024-09-16,2024-09-25,1200
2997,базовая,2025-05-15,2026-02-19,500
2998,студенческая,2024-09-07,2024-10-03,450
2999,семейная,2023-11-22,2024-01-25,900
3000,студенческая,2024-09-07,2024-09-25,450
3001,базовая,2024-03-28,2024-08-02,500
3002,базовая,2024-07-14,2025-01-16,500
3003,семейная,2025-02-27,2026-01-12,900
3004,стандарт,2023-12-17,2024-01-02,700
3005,стандарт,2024-07-04,2024-12-02,700
3006,семейная,2024-09-21,2025-04-16,900
3007,премиум,2023-12-11,2024-01-04,1200
3008,студенческая,2024-02-15,2024-07-09,450
3009,стандарт,2024-01-13,2024-01-27,700
3010,премиум,2023-12-18,2023-12-26,1200
3011,базовая,2023-12-21,2024-01-04,500
3012,студенческая,2024-01-13,2024-05-06,450
3013,премиум,2023-07-11,2023-11-13,1200
3014,стандарт,2024-02-06,2024-03-08,700
3015,премиум,2024-01-01,2024-05-26,1200
3016,базовая,2023-05-30,2023-10-26,500
3017,премиум,2024-04-26,2025-04-16,1200
3018,базовая,2025-02-03,2025-02-09,500
3019,стандарт,2023-12-03,2023-12-11,700
3020,премиум,2025-01-11,2025-01-17,1200
3021,базовая,2023-12-22,2024-01-02,500
3022,премиум,2023-11-18,2024-04-23,1200
3023,студенческая,2024-03-06,2024-03-11,450
3024,премиум,2024-12-05,2024-12-22,1200
3025,семейная,2023-06-29,2023-12-30,900
3026,базовая,2024-05-27,2024-10-20,500
3027,стандарт,2025-03-10,2025-05-07,700
3028,премиум,2023-08-01,2024-03-16,1200
3029,премиум,2024-11-13,2024-11-21,1200
3030,премиум,2024-07-13,2024-07-27,1200
3031,стандарт,2024-08-26,2024-09-18,700
3032,студенческая,2024-07-04,2024-07-10,450
3033,стандарт,2024-03-13,2024-04-27,700
3034,студенческая,2024-12-08,2025-06-11,450
3035,стандарт,2023-07-16,2023-11-04,700
3036,семейная,2024-04-07,2024-10-01,900
3037,премиум,2023-11-27,2024-10-11,1200
3038,семейная,2023-09-02,2024-06-01,900
3039,базовая,2024-09-09,2024-09-22,500
3040,премиум,2023-07-27,2023-08-01,1200
3041,премиум,2024-07-16,2024-07-23,1200
3042,премиум,2024-06-21,2024-07-06,1200
3043,студенческая,2024-04-30,2024-10-22,450
3044,стандарт,2023-08-06,2023-10-22,700
3045,стандарт,2023-06-12,2023-06-21,700
3046,семейная,2024-10-06,2025-02-22,900
3047,базовая,2024-02-28,2024-04-26,500
3048,стандарт,2023-07-09,2023-08-03,700
3049,базовая,2024-02-08,2024-12-13,500
3050,стандарт,2023-08-04,2023-08-16,700
3051,семейная,2024-10-01,2024-10-29,900
3052,семейная,2024-08-17,2024-08-20,900
3053,базовая,2023-11-01,2024-05-29,500
3054,стандарт,2024-05-12,2024-05-15,700
3055,семейная,2023-06-02,2023-08-10,900
3056,стандарт,2024-03-05,2024-03-23,700
3057,премиум,2023-07-21,2023-08-18,1200
3058,премиум,2023-12-22,2024-01-15,1200
3059,студенческая,2024-05-08,2024-09-18,450
3060,стандарт,2023-06-18,2023-09-17,700
3061,стандарт,2025-02-24,2025-06-22,700
3062,семейная,2025-01-28,2025-02-16,900
3063,семейная,2024-05-08,2024-07-07,900
3064,стандарт,2024-06-09,2025-05-05,700
3065,стандарт,2023-07-29,2024-05-19,700
3066,семейная,2024-08-13,2024-08-28,900
3067,семейная,2023-07-21,2023-07-25,900
3068,стандарт,2024-09-14,2024-09-27,700
3069,студенческая,2025-05-14,2025-09-15,450
3070,семейная,2024-06-17,2024-07-06,900
3071,стандарт,2025-03-06,2025-12-30,700
3072,семейная,2024-03-25,2024-04-20,900
3073,премиум,2024-11-27,2025-04-04,1200
3074,премиум,2025-04-18,2025-05-03,1200
3075,стандарт,2025-01-16,2025-05-19,700
3076,семейная,2024-01-18,2024-01-19,900
3077,премиум,2025-03-27,2025-08-29,1200
3078,стандарт,2023-10-27,2024-02-18,700
3079,стандарт,2023-08-13,2024-01-26,700
3080,премиум,2024-03-05,2024-03-15,1200
3081,премиум,2024-04-20,2024-05-13,1200
3082,семейная,2024-08-11,2025-02-03,900
3083,стандарт,2025-02-20,2025-03-17,700
3084,базовая,2025-05-11,2025-05-18,500
3085,семейная,2024-09-20,2025-02-06,900
3086,стандарт,2024-08-06,2024-09-02,700
3087,семейная,2023-09-09,2023-09-26,900
3088,студенческая,2024-06-27,2025-06-15,450
3089,стандарт,2023-09-25,2023-10-23,700
3090,студенческая,2024-09-22,2024-10-07,450
3091,семейная,2024-06-14,2024-09-08,900
3092,премиум,2024-07-17,2024-07-31,1200
3093,премиум,2023-11-01,2023-12-15,1200
3094,премиум,2024-09-24,2025-02-08,1200
3095,семейная,2024-04-30,2024-10-30,900
3096,базовая,2024-10-17,2024-10-19,500
3097,студенческая,2024-06-13,2024-07-20,450
3098,стандарт,2024-05-30,2024-06-24,700
3099,базовая,2024-07-10,2025-03-28,500
3100,студенческая,2023-07-11,2023-08-31,450
3101,семейная,2023-06-11,2023-06-20,900
3102,семейная,2023-12-23,2024-10-21,900
3103,стандарт,2024-04-28,2024-05-02,700
3104,студенческая,2024-08-11,2025-06-26,450
3105,семейная,2025-02-20,2025-03-20,900
3106,базовая,2024-10-03,2025-03-09,500
3107,базовая,2024-12-12,2025-01-21,500
3108,базовая,2023-09-25,2024-03-16,500
3109,стандарт,2023-07-27,2023-08-30,700
3110,семейная,2024-08-25,2024-09-11,900
3111,стандарт,2025-04-12,2025-08-15,700
3112,базовая,2025-03-19,2025-04-04,500
3113,базовая,2023-08-20,2024-05-15,500
3114,семейная,2024-03-18,2024-08-11,900
3115,премиум,2024-09-04,2024-12-05,1200
3116,семейная,2024-07-31,2024-08-11,900
3117,стандарт,2023-11-08,2024-08-01,700
3118,базовая,2023-07-11,2024-04-04,500
3119,стандарт,2024-05-30,2024-06-24,700
3120,базовая,2023-09-25,2024-05-26,500
3121,премиум,2024-05-06,2024-07-04,1200
3122,премиум,2023-07-22,2024-05-03,1200
3123,премиум,2024-03-25,2024-04-19,1200
3124,студенческая,2025-03-31,2025-04-16,450
3125,семейная,2024-03-02,2024-05-28,900
3126,семейная,2023-09-09,2024-03-19,900
3127,стандарт,2024-09-04,2024-10-16,700
3128,премиум,2023-07-30,2023-08-18,1200
3129,семейная,2023-08-07,2023-11-15,900
3130,базовая,2024-11-11,2025-02-14,500
3131,премиум,2023-10-29,2024-01-13,1200
3132,базовая,2023-07-15,2023-07-16,500
3133,базовая,2024-09-03,2024-10-01,500
3134,стандарт,2024-11-10,2024-11-28,700
3135,студенческая,2024-08-22,2024-08-29,450
3136,премиум,2023-08-08,2023-08-19,1200
3137,студенческая,2024-06-03,2024-08-19,450
3138,стандарт,2025-03-08,2025-10-09,700
3139,стандарт,2023-12-11,2023-12-19,700
3140,семейная,2024-04-24,2024-05-13,900
3141,студенческая,2024-01-03,2024-11-25,450
3142,премиум,2024-06-16,2024-08-13,1200
3143,базовая,2023-09-06,2024-01-14,500
3144,стандарт,2024-04-29,2024-05-29,700
3145,студенческая,2025-03-14,2025-07-19,450
3146,базовая,2025-03-14,2025-04-04,500
3147,стандарт,2023-10-31,2023-11-01,700
3148,базовая,2024-08-11,2025-01-26,500
3149,семейная,2024-07-26,2024-08-22,900
3150,стандарт,2024-12-05,2025-06-06,700
3151,стандарт,2023-09-04,2024-02-04,700
3152,стандарт,2025-05-04,2025-06-17,700
3153,премиум,2024-12-18,2025-05-13,1200
3154,студенческая,2025-01-30,2025-10-11,450
3155,базовая,2024-09-11,2024-09-17,500
3156,семейная,2024-06-13,2024-06-17,900
3157,базовая,2025-03-24,2025-04-19,500
3158,семейная,2024-03-14,2024-04-14,900
3159,базовая,2025-02-14,2025-02-18,500
3160,премиум,2024-03-26,2024-05-31,1200
3161,студенческая,2024-12-30,2025-03-10,450
3162,базовая,2023-10-28,2023-11-09,500
3163,студенческая,2024-05-13,2025-01-30,450
3164,стандарт,2024-06-03,2024-06-23,700
3165,стандарт,2024-11-10,2024-11-21,700
3166,премиум,2024-01-10,2024-11-26,1200
3167,студенческая,2024-06-09,2024-07-01,450
3168,премиум,2024-10-14,2024-11-23,1200
3169,студенческая,2023-06-27,2023-09-27,450
3170,стандарт,2025-04-30,2025-06-29,700
3171,студенческая,2024-03-27,2024-04-07,450
3172,студенческая,2024-08-12,2025-07-12,450
3173,базовая,2025-03-16,2025-04-29,500
3174,стандарт,2023-12-21,2023-12-31,700
3175,премиум,2025-01-06,2025-03-03,1200
3176,семейная,2024-05-10,2025-03-18,900
3177,премиум,2024-08-07,2024-10-26,1200
3178,семейная,2023-07-01,2023-07-28,900
3179,базовая,2024-06-18,2024-11-25,500
3180,стандарт,2024-02-15,2024-07-28,700
3181,студенческая,2024-03-05,2024-06-27,450
3182,базовая,2023-05-29,2023-08-19,500
3183,базовая,2023-07-30,2024-02-27,500
3184,семейная,2023-06-05,2023-12-03,900
3185,премиум,2025-05-10,2025-05-26,1200
3186,стандарт,2024-08-31,2025-03-18,700
3187,премиум,2023-11-08,2023-12-26,1200
3188,стандарт,2024-11-13,2025-09-23,700
3189,семейная,2024-06-25,2024-11-26,900
3190,базовая,2024-07-04,2024-12-09,500
3191,студенческая,2024-01-22,2024-03-11,450
3192,базовая,2024-02-24,2024-10-05,500
3193,стандарт,2023-10-01,2023-10-10,700
3194,базовая,2024-04-15,2024-08-01,500
3195,семейная,2023-07-10,2023-08-10,900
3196,стандарт,2023-10-03,2023-10-30,700
3197,семейная,2024-11-16,2025-01-14,900
3198,стандарт,2024-07-14,2025-01-29,700
3199,семейная,2023-07-26,2023-09-11,900
3200,премиум,2023-06-18,2023-12-04,1200
3201,базовая,2023-09-15,2024-02-24,500
3202,студенческая,2023-09-20,2023-10-11,450
3203,стандарт,2024-02-20,2024-03-02,700
3204,базовая,2024-07-23,2024-08-03,500
3205,стандарт,2024-10-15,2024-10-21,700
3206,премиум,2025-04-17,2026-02-07,1200
3207,семейная,2023-12-10,2024-05-23,900
3208,премиум,2024-09-28,2024-11-11,1200
3209,студенческая,2023-12-01,2024-05-23,450
3210,семейная,2025-03-09,2025-04-03,900
3211,семейная,2023-06-15,2024-03-01,900
3212,семейная,2024-02-02,2024-04-12,900
3213,премиум,2023-09-07,2024-03-04,1200
3214,базовая,2023-09-12,2023-12-27,500
3215,премиум,2025-04-04,2025-08-26,1200
3216,базовая,2024-05-30,2024-06-20,500
3217,премиум,2024-04-29,2024-06-15,1200
3218,студенческая,2023-08-17,2024-06-08,450
3219,студенческая,2024-10-07,2024-10-08,450
3220,студенческая,2025-01-25,2025-06-26,450
3221,семейная,2024-08-07,2024-08-27,900
3222,премиум,2024-03-30,2024-09-27,1200
3223,студенческая,2025-02-24,2025-02-27,450
3224,студенческая,2024-10-02,2025-07-29,450
3225,премиум,2023-09-18,2023-10-04,1200
3226,студенческая,2025-01-13,2025-07-18,450
3227,семейная,2024-11-07,2025-03-29,900
3228,семейная,2024-09-13,2025-01-16,900
3229,стандарт,2025-01-19,2025-01-31,700
3230,премиум,2024-01-31,2024-12-14,1200
3231,стандарт,2023-07-01,2023-07-16,700
3232,премиум,2024-06-14,2024-08-03,1200
3233,студенческая,2023-09-14,2024-08-21,450
3234,премиум,2025-01-28,2025-05-03,1200
3235,семейная,2024-12-18,2025-04-22,900
3236,базовая,2023-07-22,2023-08-09,500
3237,базовая,2025-04-01,2025-04-24,500
3238,стандарт,2024-07-10,2024-08-02,700
3239,стандарт,2024-03-16,2024-11-04,700
3240,семейная,2024-06-06,2024-07-04,900
3241,стандарт,2024-08-14,2024-11-17,700
3242,семейная,2024-03-14,2024-04-03,900
3243,премиум,2024-02-24,2024-03-02,1200
3244,премиум,2024-08-02,2024-09-20,1200
3245,семейная,2024-05-03,2024-09-27,900
3246,стандарт,2024-09-17,2025-01-20,700
3247,базовая,2024-07-22,2025-03-04,500
3248,премиум,2024-11-05,2025-08-10,1200
3249,премиум,2023-07-30,2023-08-14,1200
3250,премиум,2024-06-12,2024-11-07,1200
3251,базовая,2024-09-15,2024-09-17,500
3252,студенческая,2023-06-01,2023-10-12,450
3253,базовая,2024-04-10,2025-02-18,500
3254,студенческая,2024-11-04,2024-12-02,450
3255,студенческая,2024-05-08,2024-08-10,450
3256,семейная,2024-05-10,2024-08-16,900
3257,стандарт,2024-06-11,2024-06-26,700
3258,премиум,2025-01-22,2025-07-20,1200
3259,студенческая,2024-10-25,2024-12-13,450
3260,премиум,2025-03-22,2025-04-02,1200
3261,студенческая,2025-01-23,2025-03-22,450
3262,базовая,2025-01-12,2025-11-10,500
3263,стандарт,2024-03-07,2024-07-12,700
3264,стандарт,2023-07-07,2023-07-28,700
3265,студенческая,2023-10-01,2023-10-19,450
3266,базовая,2023-08-21,2023-11-03,500
3267,стандарт,2025-05-10,2025-06-08,700
3268,студенческая,2024-02-06,2024-09-22,450
3269,базовая,2025-03-09,2025-03-13,500
3270,студенческая,2024-12-11,2024-12-15,450
3271,базовая,2024-02-15,2024-02-16,500
3272,премиум,2025-05-19,2025-06-26,1200
3273,студенческая,2024-01-03,2024-01-17,450
3274,стандарт,2024-06-26,2024-12-08,700
3275,студенческая,2024-12-09,2025-01-19,450
3276,семейная,2024-05-16,2024-05-21,900
3277,базовая,2024-08-03,2025-07-17,500
3278,премиум,2023-10-27,2024-06-19,1200
3279,семейная,2023-05-31,2023-07-03,900
3280,студенческая,2025-04-30,2025-10-11,450
3281,премиум,2024-01-12,2024-02-04,1200
3282,базовая,2024-05-08,2024-06-04,500
3283,базовая,2025-05-11,2025-08-15,500
3284,стандарт,2024-09-20,2025-06-04,700
3285,стандарт,2024-07-01,2024-10-24,700
3286,премиум,2024-06-08,2024-12-02,1200
3287,студенческая,2023-07-10,2023-07-22,450
3288,стандарт,2025-02-15,2025-03-06,700
3289,семейная,2025-04-22,2025-11-18,900
3290,семейная,2023-11-19,2023-12-02,900
3291,стандарт,2024-08-05,2024-08-13,700
3292,стандарт,2025-04-01,2025-05-01,700
3293,стандарт,2023-10-14,2024-01-08,700
3294,премиум,2024-10-16,2024-11-02,1200
3295,студенческая,2024-01-31,2024-02-09,450
3296,студенческая,2025-02-28,2025-03-06,450
3297,базовая,2024-05-17,2024-05-25,500
3298,премиум,2023-07-07,2023-07-14,1200
3299,студенческая,2024-12-19,2024-12-21,450
3300,стандарт,2023-08-18,2023-11-02,700
3301,студенческая,2024-08-27,2025-01-10,450
3302,стандарт,2024-06-18,2024-09-30,700
3303,премиум,2025-02-09,2025-08-03,1200
3304,студенческая,2025-05-18,2025-08-03,450
3305,студенческая,2024-04-30,2024-09-23,450
3306,студенческая,2023-12-31,2024-01-20,450
3307,премиум,2023-07-20,2023-07-29,1200
3308,базовая,2023-10-11,2024-03-23,500
3309,базовая,2024-09-11,2025-02-13,500
3310,семейная,2024-09-14,2024-09-29,900
3311,семейная,2024-07-30,2024-08-01,900
